open_time,open,high,low,close,volume,close_time,quote_volume,num_trades,taker_buy_volume,taker_buy_quote_volume
2025-07-01 00:00:00+00:00,107067.23,107177.68,107047.3,107177.08,0.00365,2025-07-01 00:04:59.999000+00:00,390.9221379,13,0.0019,203.585929
2025-07-01 00:05:00+00:00,107168.18,107168.18,107110.7,107148.6,0.00824,2025-07-01 00:09:59.999000+00:00,882.6275114,6,0.00803,860.1307082
2025-07-01 00:10:00+00:00,107177.09,107303.0,107177.09,107303.0,0.00169,2025-07-01 00:14:59.999000+00:00,181.262078,4,0.0014,150.1807219
2025-07-01 00:15:00+00:00,107303.0,107437.81,107303.0,107437.81,0.01114,2025-07-01 00:19:59.999000+00:00,1195.3808912,5,0.01114,1195.3808912
2025-07-01 00:20:00+00:00,107471.65,107471.65,107345.22,107345.22,0.00246,2025-07-01 00:24:59.999000+00:00,264.3663517,2,0.00246,264.3663517
2025-07-01 00:25:00+00:00,107221.72,107221.72,107221.72,107221.72,0.00047,2025-07-01 00:29:59.999000+00:00,50.3942084,1,0.00047,50.3942084
2025-07-01 00:30:00+00:00,107096.5,107213.35,107028.26,107043.15,0.05373,2025-07-01 00:34:59.999000+00:00,5757.9781707,10,0.03855,4133.0559105
2025-07-01 00:35:00+00:00,107318.71,107318.71,107200.08,107200.08,0.18313,2025-07-01 00:39:59.999000+00:00,19638.505639,4,0.17113,18352.104679
2025-07-01 00:40:00+00:00,107140.0,107379.76,107140.0,107318.7,0.00283,2025-07-01 00:44:59.999000+00:00,303.6262572,6,0.00228,244.6992572
2025-07-01 00:45:00+00:00,107347.76,107347.76,107347.76,107347.76,1e-05,2025-07-01 00:49:59.999000+00:00,1.0734776,1,1e-05,1.0734776
2025-07-01 00:50:00+00:00,107337.91,107401.89,107337.85,107401.89,0.01019,2025-07-01 00:54:59.999000+00:00,1093.9451484,6,0.01019,1093.9451484
