open_time,open,high,low,close,volume,close_time,quote_volume,num_trades,taker_buy_volume,taker_buy_quote_volume
2022-01-01 00:00:00+00:00,46192.43,46715.27,46192.43,46670.23,17.363974,2022-01-01 00:59:59.999000+00:00,806563.32129247,543,12.215618,567219.24202502
2022-01-01 01:00:00+00:00,46643.41,46932.99,46564.34,46780.47,6.799312,2022-01-01 01:59:59.999000+00:00,317924.8651486,336,2.050074,96019.16970575
2022-01-01 02:00:00+00:00,46816.14,46938.1,46740.58,46776.1,6.090024,2022-01-01 02:59:59.999000+00:00,285255.47896517,150,3.250413,152193.85245355
2022-01-01 03:00:00+00:00,46814.71,46900.32,46781.77,46822.16,3.047667,2022-01-01 03:59:59.999000+00:00,142701.30991692,95,1.706411,79886.80845624
2022-01-01 04:00:00+00:00,46819.58,46888.32,46643.77,46730.0,2.195577,2022-01-01 04:59:59.999000+00:00,102603.19991921,131,0.658439,30790.39841158
2022-01-01 05:00:00+00:00,46691.49,47574.72,46667.27,47224.86,8.897991,2022-01-01 05:59:59.999000+00:00,419652.6332034,639,4.870289,229786.62717748
2022-01-01 06:00:00+00:00,47220.12,47312.13,46960.24,46960.24,2.980001,2022-01-01 06:59:59.999000+00:00,140410.84456549,281,1.466109,69127.69855868
2022-01-01 07:00:00+00:00,46990.59,47245.75,46907.86,47245.75,3.700145,2022-01-01 07:59:59.999000+00:00,174168.40325601,189,1.782309,83937.23097024
2022-01-01 08:00:00+00:00,47188.44,47334.0,47098.88,47139.91,1.143709,2022-01-01 08:59:59.999000+00:00,53970.50636009,194,0.799701,37740.29748352
2022-01-01 09:00:00+00:00,47141.92,47142.39,46950.47,47117.5,1.315933,2022-01-01 09:59:59.999000+00:00,61873.57229686,100,0.313786,14768.31118679
2022-01-01 10:00:00+00:00,47157.87,47280.92,46728.66,46960.6,5.594814,2022-01-01 10:59:59.999000+00:00,262554.23953199,290,1.322212,62074.11222614
2022-01-01 11:00:00+00:00,46861.16,46998.69,46775.69,46789.92,1.147573,2022-01-01 11:59:59.999000+00:00,53797.2334706,67,0.402463,18865.66714635
2022-01-01 12:00:00+00:00,46779.56,47137.97,46776.14,47090.06,0.895922,2022-01-01 12:59:59.999000+00:00,42157.09125222,97,0.831901,39149.29489965
2022-01-01 13:00:00+00:00,47110.35,47192.97,46978.8,47017.68,2.088049,2022-01-01 13:59:59.999000+00:00,98271.02307144,157,0.678762,31954.51001555
2022-01-01 14:00:00+00:00,47041.58,47094.93,46850.59,46912.97,1.309986,2022-01-01 14:59:59.999000+00:00,61531.39857173,162,0.640644,30098.4763337
2022-01-01 15:00:00+00:00,46905.61,47473.86,46905.61,47222.79,2.665632,2022-01-01 15:59:59.999000+00:00,126046.18870968,347,1.672107,79106.70230561
2022-01-01 16:00:00+00:00,47253.1,47519.04,47237.85,47271.24,3.405626,2022-01-01 16:59:59.999000+00:00,161546.31415119,290,2.798678,132766.07316604
2022-01-01 17:00:00+00:00,47284.46,47939.39,47212.63,47774.4,8.528686,2022-01-01 17:59:59.999000+00:00,406116.96702278,547,4.218232,201042.66775717
2022-01-01 18:00:00+00:00,47752.48,47807.33,47392.36,47619.75,6.99955,2022-01-01 18:59:59.999000+00:00,333187.25446253,346,4.002008,190500.71812004
2022-01-01 19:00:00+00:00,47566.38,47613.82,47296.61,47355.71,5.720417,2022-01-01 19:59:59.999000+00:00,271153.53630183,278,2.348936,111200.83071158
2022-01-01 20:00:00+00:00,47353.33,47555.55,47261.37,47429.17,4.39937,2022-01-01 20:59:59.999000+00:00,208698.78845238,242,1.811646,85989.52872482
2022-01-01 21:00:00+00:00,47413.73,47541.83,47289.74,47289.74,6.344088,2022-01-01 21:59:59.999000+00:00,300978.27778756,208,4.288109,203443.91017438
2022-01-01 22:00:00+00:00,47364.92,47508.06,47233.56,47409.32,2.275469,2022-01-01 22:59:59.999000+00:00,107690.1146701,147,1.538141,72832.69839296
2022-01-01 23:00:00+00:00,47388.06,47808.93,47275.3,47737.6,4.016515,2022-01-01 23:59:59.999000+00:00,191181.19431741,294,2.040452,97196.62295323
2022-01-02 00:00:00+00:00,47716.44,47745.98,47384.26,47637.68,7.55367,2022-01-02 00:59:59.999000+00:00,359349.10245239,470,4.644598,220978.71320999
2022-01-02 01:00:00+00:00,47628.0,47631.22,47319.19,47367.18,2.567965,2022-01-02 01:59:59.999000+00:00,121855.12907937,200,0.708909,33648.39478112
2022-01-02 02:00:00+00:00,47378.31,47444.44,47283.22,47389.35,1.882604,2022-01-02 02:59:59.999000+00:00,89187.98128894,184,1.048182,49663.30982238
2022-01-02 03:00:00+00:00,47361.28,47460.33,47300.83,47331.28,2.798853,2022-01-02 03:59:59.999000+00:00,132579.69000863,119,2.241004,106161.79035205
2022-01-02 04:00:00+00:00,47345.81,47377.52,46775.69,46909.25,9.933915,2022-01-02 04:59:59.999000+00:00,467302.7800145,475,3.308261,155674.79327782
2022-01-02 05:00:00+00:00,46900.42,47067.79,46839.41,47067.79,4.788549,2022-01-02 05:59:59.999000+00:00,224838.72825266,197,3.666787,172225.71708803
2022-01-02 06:00:00+00:00,47076.04,47259.01,47015.27,47142.99,2.533965,2022-01-02 06:59:59.999000+00:00,119446.47542163,185,1.666823,78582.84700818
2022-01-02 07:00:00+00:00,47111.11,47291.26,47098.78,47131.28,1.654032,2022-01-02 07:59:59.999000+00:00,78054.34193586,156,0.978674,46197.3797225
2022-01-02 08:00:00+00:00,47149.55,47237.28,46980.86,47229.09,0.985276,2022-01-02 08:59:59.999000+00:00,46414.17757016,224,0.380403,17927.5594363
2022-01-02 09:00:00+00:00,47201.03,47477.92,47175.91,47271.17,3.690584,2022-01-02 09:59:59.999000+00:00,174471.37487723,226,2.847672,134612.47388382
2022-01-02 10:00:00+00:00,47285.22,47337.86,47152.65,47180.98,1.332524,2022-01-02 10:59:59.999000+00:00,62972.94578814,100,0.83071,39266.88940827
2022-01-02 11:00:00+00:00,47180.98,47380.0,47173.8,47228.35,0.482464,2022-01-02 11:59:59.999000+00:00,22830.24996174,68,0.410923,19451.75472091
2022-01-02 12:00:00+00:00,47225.43,47445.82,47025.3,47292.69,5.273861,2022-01-02 12:59:59.999000+00:00,248831.04712486,293,1.846837,87080.99508872
2022-01-02 13:00:00+00:00,47267.12,47274.23,47098.88,47191.4,0.686919,2022-01-02 13:59:59.999000+00:00,32404.37760963,113,0.262237,12368.37759421
2022-01-02 14:00:00+00:00,47139.0,47191.76,47027.61,47129.35,0.254762,2022-01-02 14:59:59.999000+00:00,12002.51182602,61,0.130761,6159.25183143
2022-01-02 15:00:00+00:00,47093.72,47383.21,47093.72,47335.57,3.210045,2022-01-02 15:59:59.999000+00:00,151554.42175745,169,1.422456,67203.7064488
2022-01-02 16:00:00+00:00,47351.43,47888.88,47301.56,47790.6,5.570105,2022-01-02 16:59:59.999000+00:00,264973.97692829,511,4.393038,208931.26242417
2022-01-02 17:00:00+00:00,47808.3,47975.79,47335.71,47414.43,7.728491,2022-01-02 17:59:59.999000+00:00,368644.36349019,770,2.622076,125086.24513685
2022-01-02 18:00:00+00:00,47369.94,47381.82,46675.97,47065.44,11.462146,2022-01-02 18:59:59.999000+00:00,539304.55598349,847,4.40595,207492.41940666
2022-01-02 19:00:00+00:00,47031.04,47201.35,46855.29,46920.0,2.454463,2022-01-02 19:59:59.999000+00:00,115457.46698771,274,1.545092,72710.74131884
2022-01-02 20:00:00+00:00,46909.33,47046.84,46822.03,47019.89,1.132627,2022-01-02 20:59:59.999000+00:00,53164.88976071,211,0.82755,38843.9929767
2022-01-02 21:00:00+00:00,46993.95,47166.66,46921.53,47015.3,2.205496,2022-01-02 21:59:59.999000+00:00,103841.41602165,201,1.484253,69908.50467041
2022-01-02 22:00:00+00:00,47037.58,47396.1,47034.61,47232.43,1.156235,2022-01-02 22:59:59.999000+00:00,54546.87467212,225,0.655366,30923.53140184
2022-01-02 23:00:00+00:00,47277.85,47467.82,47265.59,47339.15,4.737463,2022-01-02 23:59:59.999000+00:00,224270.93473061,371,3.480493,164767.68929068
2022-01-03 00:00:00+00:00,47300.67,47300.67,47064.48,47064.48,2.174384,2022-01-03 00:59:59.999000+00:00,102569.10163497,253,0.912801,43077.56591735
2022-01-03 01:00:00+00:00,47055.55,47133.44,46961.26,47099.73,4.252957,2022-01-03 01:59:59.999000+00:00,200070.43103007,282,1.517174,71395.88294214
2022-01-03 02:00:00+00:00,47075.51,47081.71,46865.44,46978.17,6.455907,2022-01-03 02:59:59.999000+00:00,303075.84093854,351,3.620781,169987.98880394
2022-01-03 03:00:00+00:00,47007.05,47072.6,46737.51,46796.0,4.261569,2022-01-03 03:59:59.999000+00:00,199709.52299978,186,2.625219,122941.40552198
2022-01-03 04:00:00+00:00,46791.87,46942.1,46759.01,46811.28,2.756403,2022-01-03 04:59:59.999000+00:00,129125.93711044,195,1.524019,71400.14400619
2022-01-03 05:00:00+00:00,46811.28,47192.97,46790.75,47088.53,7.819625,2022-01-03 05:59:59.999000+00:00,366848.6936781,286,4.795481,225052.24716409
2022-01-03 06:00:00+00:00,47098.69,47098.72,46885.51,46885.92,2.283996,2022-01-03 06:59:59.999000+00:00,107331.99146886,210,0.940325,44198.91839513
2022-01-03 07:00:00+00:00,46903.22,47067.79,46853.51,47059.96,1.413051,2022-01-03 07:59:59.999000+00:00,66293.45779638,106,1.001392,46987.32624268
2022-01-03 08:00:00+00:00,47070.88,47130.71,46944.44,46984.9,1.360454,2022-01-03 08:59:59.999000+00:00,63984.20268319,120,0.908674,42752.53559537
2022-01-03 09:00:00+00:00,46986.58,47095.69,46785.0,46968.28,1.428386,2022-01-03 09:59:59.999000+00:00,67050.56278349,120,0.78046,36646.51936803
2022-01-03 10:00:00+00:00,46981.35,47255.46,46981.35,47126.22,6.054433,2022-01-03 10:59:59.999000+00:00,285192.65981631,297,5.125267,241411.4778166
2022-01-03 11:00:00+00:00,47141.77,47460.56,47141.77,47415.64,1.657277,2022-01-03 11:59:59.999000+00:00,78417.09460364,238,1.169371,55344.11050069
2022-01-03 12:00:00+00:00,47411.36,47573.7,47193.66,47193.66,6.194649,2022-01-03 12:59:59.999000+00:00,293536.53304663,483,3.731217,176835.15003049
2022-01-03 13:00:00+00:00,47208.29,47338.08,47150.64,47169.8,9.390171,2022-01-03 13:59:59.999000+00:00,443850.29479969,197,5.617113,265456.94984056
2022-01-03 14:00:00+00:00,47135.82,47271.01,46775.69,46871.14,10.048926,2022-01-03 14:59:59.999000+00:00,472182.93531299,492,1.910679,89759.56254305
2022-01-03 15:00:00+00:00,46877.71,46994.42,46600.0,46680.61,5.129143,2022-01-03 15:59:59.999000+00:00,239699.6675574,302,2.539307,118679.37967779
2022-01-03 16:00:00+00:00,46671.15,46768.51,46282.24,46468.38,16.459497,2022-01-03 16:59:59.999000+00:00,765233.92405713,665,7.961356,369951.34144574
