open_time,open,high,low,close,volume,close_time,quote_volume,num_trades,taker_buy_volume,taker_buy_quote_volume
2021-02-01 00:00:00+00:00,33097.72,33097.72,32287.34,32534.53,11.924559,2021-02-01 00:59:59.999000+00:00,388114.61967733,393,4.969679,161582.74172079
2021-02-01 01:00:00+00:00,32546.49,33547.69,32529.04,33430.31,11.904033,2021-02-01 01:59:59.999000+00:00,394802.45385705,360,7.00904,232450.57571729
2021-02-01 02:00:00+00:00,33430.31,33819.62,33218.03,33675.63,17.586788,2021-02-01 02:59:59.999000+00:00,590275.85894736,398,9.708539,326270.77033702
2021-02-01 03:00:00+00:00,33680.58,33768.17,33452.05,33560.57,6.226175,2021-02-01 03:59:59.999000+00:00,209311.48350835,212,2.984599,100497.62892034
2021-02-01 04:00:00+00:00,33586.79,33951.74,33427.25,33575.74,8.152127,2021-02-01 04:59:59.999000+00:00,274756.22082426,246,5.408876,182417.59470991
2021-02-01 05:00:00+00:00,33565.42,33884.46,33422.86,33761.82,7.929496,2021-02-01 05:59:59.999000+00:00,266499.81363984,312,4.73196,159062.97890955
2021-02-01 06:00:00+00:00,33801.15,34379.67,33273.76,33542.42,27.494169,2021-02-01 06:59:59.999000+00:00,930546.52824816,670,9.835345,332848.11786403
2021-02-01 07:00:00+00:00,33546.83,33861.3,33425.8,33841.89,4.358277,2021-02-01 07:59:59.999000+00:00,146364.50784114,164,2.140041,71936.25586418
2021-02-01 08:00:00+00:00,33820.79,34472.09,33612.06,34472.09,4.235449,2021-02-01 08:59:59.999000+00:00,143958.72270692,215,2.184964,74645.54127788
2021-02-01 09:00:00+00:00,34465.0,34700.0,34290.3,34325.24,9.308945,2021-02-01 09:59:59.999000+00:00,321491.77345813,258,3.491668,120703.99844563
2021-02-01 10:00:00+00:00,34379.69,34515.27,34009.73,34163.63,9.426593,2021-02-01 10:59:59.999000+00:00,322981.23615079,238,5.593313,191674.656764
2021-02-01 11:00:00+00:00,34176.44,34392.99,33966.65,34172.46,10.760044,2021-02-01 11:59:59.999000+00:00,367766.11672364,359,6.60966,226067.67014239
2021-02-01 12:00:00+00:00,34197.21,34444.44,33586.9,33772.97,14.924645,2021-02-01 12:59:59.999000+00:00,506641.77269031,318,10.155985,345241.38368985
2021-02-01 13:00:00+00:00,33772.97,33948.87,33661.19,33698.91,4.884417,2021-02-01 13:59:59.999000+00:00,165292.1554249,165,2.970081,100548.25575089
2021-02-01 14:00:00+00:00,33677.36,33850.37,33395.82,33561.08,5.163321,2021-02-01 14:59:59.999000+00:00,173226.35909915,236,0.791035,26613.29897309
2021-02-01 15:00:00+00:00,33528.27,33604.76,33165.0,33190.6,4.180395,2021-02-01 15:59:59.999000+00:00,139786.91012531,155,1.918388,64244.4054183
2021-02-01 16:00:00+00:00,33159.51,33570.62,33145.91,33502.03,7.42604,2021-02-01 16:59:59.999000+00:00,248061.58350534,165,4.822861,161160.91541361
2021-02-01 17:00:00+00:00,33434.34,34040.4,33404.0,33988.11,8.87007,2021-02-01 17:59:59.999000+00:00,299934.49008912,157,7.349015,248552.46480893
2021-02-01 18:00:00+00:00,33999.93,34014.54,33674.09,33694.88,3.40046,2021-02-01 18:59:59.999000+00:00,115170.95434347,181,1.328073,44961.96753151
2021-02-01 19:00:00+00:00,33712.77,34040.4,33712.77,33811.93,18.729707,2021-02-01 19:59:59.999000+00:00,635114.3327217,168,5.80511,197033.70952726
2021-02-01 20:00:00+00:00,33850.37,34027.6,33737.37,33830.26,2.046188,2021-02-01 20:59:59.999000+00:00,69345.47959811,90,1.003355,34048.65916044
2021-02-01 21:00:00+00:00,33800.26,33841.82,33564.49,33714.62,2.443972,2021-02-01 21:59:59.999000+00:00,82471.66977463,171,2.015539,68019.24818231
2021-02-01 22:00:00+00:00,33556.63,33779.32,33513.78,33557.08,5.96515,2021-02-01 22:59:59.999000+00:00,200474.05209667,219,0.773128,26033.91443989
2021-02-01 23:00:00+00:00,33541.56,33773.46,33434.34,33545.56,7.917464,2021-02-01 23:59:59.999000+00:00,266267.15867432,221,4.684118,157717.37840294
2021-02-02 00:00:00+00:00,33491.57,34141.41,33440.11,33760.0,26.400429,2021-02-02 00:59:59.999000+00:00,895212.40163484,411,11.83547,401878.08412939
2021-02-02 01:00:00+00:00,33753.54,33810.28,33509.81,33756.37,3.513481,2021-02-02 01:59:59.999000+00:00,118171.82422945,198,0.866996,29182.19998123
2021-02-02 02:00:00+00:00,33722.34,33871.76,33595.55,33638.8,3.583413,2021-02-02 02:59:59.999000+00:00,120881.23739008,137,2.150903,72625.82435151
2021-02-02 03:00:00+00:00,33623.22,33711.1,33493.32,33553.68,2.52386,2021-02-02 03:59:59.999000+00:00,84905.70714173,133,1.345559,45280.82393692
2021-02-02 04:00:00+00:00,33567.57,33955.03,33486.78,33883.22,11.09932,2021-02-02 04:59:59.999000+00:00,374079.66364944,213,6.988999,236006.37380553
